seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no
"84468","232000009","81","7",솔터마을입구,"232000707","35642"
"84469","232000009","81","8",힐스테이트.경남아너스빌,"232000741","35659"
"84470","232000009","81","9",은여울공원,"232000777","35684"
"84471","232000009","81","10",김포생활체육관,"232000784","35695"
"84472","232000009","81","11",뉴고려병원,"232000545","35509"
"84473","232000009","81","12",타운하우스,"232000547","35506"
"84474","232000009","81","13",우미린.반도유보라아파트,"232000549","35494"
"84475","232000009","81","14",초당마을.주공아파트,"232000553","35505"
"84476","232000009","81","15",장기상가.김포고용복지플러스센터,"232000541","35508"
"84477","232000009","81","16",은혜교회,"232000440","35465"
"84478","232000009","81","17",청송2.3단지,"232000318","35200"
"84479","232000009","81","18",청송1단지.중흥S클래스,"232000317","35202"
"84480","232000009","81","19",한강로사거리,"232000730","35291"
"84481","232000009","81","20",지경,"232000367","35209"
"84482","232000009","81","21",장기사거리.수정마을,"232000366","35211"
"84483","232000009","81","22",장기마을입구.검은다리,"232000365","35213"
"84484","232000009","81","23",나진교,"232000364","35216"
"84485","232000009","81","24",우저서원(대성주유소),"232000022","35214"
"84486","232000009","81","25",구두물입구,"232000021","35219"
"84487","232000009","81","26",홈플러스.산림조합,"232000037","35222"
"84488","232000009","81","27",한국아파트,"232000025","35225"
"84489","232000009","81","28",한국아파트,"232000030","35228"
"84490","232000009","81","29",산호아파트,"232000029","35234"
"84491","232000009","81","30",산호아파트앞,"232000329","35237"
"84492","232000009","81","31",김포본동행정복지센터.중봉도서관,"232000328","35242"
"84493","232000009","81","32",김포초교,"232000327","35244"
"84494","232000009","81","33",풍년마을.김포고,"232000362","35246"
"84495","232000009","81","34",사우고교.김포시청,"232000361","35257"
"84496","232000009","81","35",길훈4차아파트,"232000354","35265"
"84497","232000009","81","36",장릉입구,"232000353","35263"
"84498","232000009","81","37",수행마을.홈플러스,"232000352","35261"
"84499","232000009","81","38",양도사거리.대림아파트.신안아파트,"232000351","35253"
"84500","232000009","81","39",당곡고개,"232000350","35249"
"84501","232000009","81","40",유현마을.신동아아파트,"232000001","35251"
"84502","232000009","81","41",유현사거리,"168000487","99152"
"84503","232000009","81","42",오류동마을,"167000353","98036"
"84504","232000009","81","43",갈현동마을,"167000351","98040"
"84505","232000009","81","44",신동아아파트,"167000349","98046"
"84506","232000009","81","45",장기동,"167000348","98056"
"84507","232000009","81","46",계양1동주민자치센터,"167000476","98231"
"84508","232000009","81","47",다남식당,"167000477","98237"
"84509","232000009","81","48",계양역,"167000358","98126"
"84510","232000009","81","49",계양중학교,"167000340","98076"
"84511","232000009","81","50",귤현역,"167000332","98094"
"84512","232000009","81","51",귤현역,"167000326","98097"
"84513","232000009","81","52",부대앞,"167000322","98236"
"84514","232000009","81","53",킹스빌타운,"167000315","98105"
"84515","232000009","81","54",박촌역,"167000309","98102"
"84516","232000009","81","55",청소년수련관.어린이과학관,"167000307","98095"
"84517","232000009","81","56",병방초등학교,"167000299","98078"
"84518","232000009","81","57",임학역,"167000292","98074"
"84519","232000009","81","58",임학사거리,"167000283","98066"
"84520","232000009","81","59",안산초등학교(구계산고교),"167000425","98050"
"84521","232000009","81","60",계양도서관,"167000251","98045"
"84522","232000009","81","61",계산역,"167000426","98043"
"84523","232000009","81","62",계산동우체국,"167000427","98039"
"84524","232000009","81","63",계산삼거리(신도브래뉴),"167000199","98031"
"84525","232000009","81","64",경인교대입구,"167000428","98028"
"84526","232000009","81","65",계양구의회,"167000123","98027"
"84527","232000009","81","66",작전역,"167000093","98025"
"84528","232000009","81","67",작전역,"167000095","98029"
"84529","232000009","81","68",계양구의회,"167000124","98026"
"84530","232000009","81","69",경인교대입구,"167000429","98034"
"84531","232000009","81","70",계산시장,"167000176","98030"
"84532","232000009","81","71",계산삼거리(신도브래뉴),"167000201","98033"
"84533","232000009","81","72",계산우체국,"167000430","98037"
"84534","232000009","81","73",계산역,"167000431","98042"
"84535","232000009","81","74",하나아파트,"167000250","98044"
"84536","232000009","81","75",계산주공아파트,"167000423","98049"
"84537","232000009","81","76",임학역,"167000290","98073"
"84538","232000009","81","77",병방시장,"167000306","98086"
"84539","232000009","81","78",청소년수련관.어린이과학관,"167000308","98098"
"84540","232000009","81","79",박촌역,"167000310","98103"
"84541","232000009","81","80",풍림아이원,"167000441","98170"
"84542","232000009","81","81",부대앞,"167000321","98101"
"84543","232000009","81","82",귤현동마을입구,"167000328","98117"
"84544","232000009","81","83",귤현역,"167000331","98096"
"84545","232000009","81","84",계양중학교,"167000341","98118"
"84546","232000009","81","85",계양역,"167000357","98125"
"84547","232000009","81","86",다남식당,"167000478","98238"
"84548","232000009","81","87",계양1동주민자치센터,"167000520","98230"
"84549","232000009","81","88",장기동,"167000347","98057"
"84550","232000009","81","89",신동아파트,"167000350","98047"
"84551","232000009","81","90",갈현동마을,"167000352","98041"
"84552","232000009","81","91",오류동마을,"167000354","98038"
"84553","232000009","81","92",유현마을.신동아아파트,"232000349","35252"
"84554","232000009","81","93",당곡고개,"232000348","35250"
"84555","232000009","81","94",양도사거리,"232000347","35255"
"84556","232000009","81","95",수행마을.홈플러스,"232000346","35262"
"84557","232000009","81","96",장릉입구,"232000345","35264"
"84558","232000009","81","97",길훈4차아파트,"232000344","35266"
"84559","232000009","81","98",사우고.김포시청,"232000427","35260"
"84560","232000009","81","99",풍년마을.김포고(김포초교방면),"232000968","35918"
"84561","232000009","81","100",김포초교,"232000333","35245"
"84562","232000009","81","101",한일아파트,"232000330","35240"
"84563","232000009","81","102",대우아파트,"232000032","35233"
"84564","232000009","81","103",삼환아파트,"232000031","35229"
"84565","232000009","81","104",쌍용아파트,"232000028","35224"
"84566","232000009","81","105",신화아파트,"232000478","35227"
"84567","232000009","81","106",홈플러스,"232000038","35223"
"84568","232000009","81","107",홈플러스,"232000018","35218"
"84569","232000009","81","108",우저서원(대성주유소),"232000017","35215"
"84570","232000009","81","109",나진교,"232000424","35217"
"84571","232000009","81","110",한옥마을입구.검은다리,"232000423","35212"
"84572","232000009","81","111",장기사거리.전원마을,"232000422","35210"
"84573","232000009","81","112",지경,"232000421","35208"
"84574","232000009","81","113",한강로사거리,"232000732","35295"
"84575","232000009","81","114",청송1단지.중흥S클래스,"232000316","35203"
"84576","232000009","81","115",청송2.3단지,"232000315","35198"
"84577","232000009","81","116",장기상가.김포고용복지플러스센터,"232000540","35513"
"84578","232000009","81","117",신영아파트.초당마을,"232000554","35501"
"84579","232000009","81","118",반도유보라.우미린아파트,"232000550","35503"
"84580","232000009","81","119",고창마을.반도유보라후문,"232000548","35504"
"84581","232000009","81","120",뉴고려병원.이니스더원,"232000546","35493"
"84582","232000009","81","121",김포생활체육관,"232000783","35694"
"84583","232000009","81","122",은여울공원,"232000781","35685"
"84584","232000009","81","123",힐스테이트.경남아너스빌,"232000742","35660"
"84585","232000009","81","124",솔터마을입구,"232000706","35643"
"84586","232000009","81","125",구래환승센터,"232000724","35195"
"84587","232000009","81","126",한강반도유보라5차,"232000073","35473"
"84588","232000009","81","127",구래동행정복지센터,"232000817","35729"
"84589","232000009","81","128",김포한강3차푸르지오,"232000849","35796"
"84590","232000009","81","129",금성백조예미지,"232000844","35791"
"84591","232000009","81","130",구래리차고지(경유),"277102540",
"85159","232000028","2","1",귀전리차고지,"232519420",
"85160","232000028","2","2",혜인교역,"232000125","35346"
"85161","232000028","2","3",군부대,"232000124","35347"
"85162","232000028","2","4",하성종점,"232000123","35120"
"85163","232000028","2","5",하나로마트,"232000649","35538"
"85164","232000028","2","6",방앗간,"232000245","35149"
"85165","232000028","2","7",마곡사거리,"232000244","35371"
"85166","232000028","2","8",중계소,"232000243","35145"
"85167","232000028","2","9",하사리,"232000242","35140"
"85168","232000028","2","10",사포마을,"232000792","35050"
"85169","232000028","2","11",수참천,"232000793","35065"
"85170","232000028","2","12",봉성리,"232000588","35539"
"85171","232000028","2","13",수참,"232000241","35124"
"85172","232000028","2","14",수참.산림조합유통센터,"232000825","35737"
"85173","232000028","2","15",누산삼거리,"232000497","35159"
"85174","232000028","2","16",돌다리.석모리,"232000371","35184"
"85175","232000028","2","17",모아패션아울렛,"232000782","35492"
"85176","232000028","2","18",누산사거리,"232000370","35191"
"85177","232000028","2","19",바리미,"232000369","35201"
"85178","232000028","2","20",김포패션아울렛,"232000740","35658"
"85179","232000028","2","21",장기본동행정복지센터,"232000368","35204"
"85180","232000028","2","22",한강로사거리,"232000730","35291"
"85181","232000028","2","23",지경,"232000367","35209"
"85182","232000028","2","24",장기사거리.수정마을,"232000366","35211"
"85183","232000028","2","25",장기마을입구.검은다리,"232000365","35213"
"85184","232000028","2","26",나진교,"232000364","35216"
"85185","232000028","2","27",산호아파트앞,"232000329","35237"
"85186","232000028","2","28",김포본동행정복지센터.중봉도서관,"232000328","35242"
"85187","232000028","2","29",김포초교,"232000327","35244"
"85188","232000028","2","30",풍년마을.김포고,"232000362","35246"
"85189","232000028","2","31",사우고교.김포시청,"232000361","35257"
"85190","232000028","2","32",조리미입구,"232000360","35268"
"85191","232000028","2","33",선수동,"232000359","35271"
"85192","232000028","2","34",장곡,"232000358","35273"
"85193","232000028","2","35",천등고개,"232000357","35275"
"85194","232000028","2","36",고촌,"232000356","35277"
"85195","232000028","2","37",아라대교,"232000355","35279"
"85196","232000028","2","38",개화역광역환승센터,"115000320","84253"
"85197","232000028","2","39",개화검문소,"115000073","84006"
"85198","232000028","2","40",개화2치안센터,"115000071",
"85199","232000028","2","41",방화중학교,"115000067","84015"
"85200","232000028","2","42",롯데몰.김포공항,"115000617","84252"
"85201","232000028","2","43",김포공항국내선(2번홈),"115000281",
"85202","232000028","2","44",송정역(중),"115000634",
"85203","232000028","2","45",KT공항지사(경유),"277101936",
"85204","232000028","2","46",송정역,"115000608","84256"
"85205","232000028","2","47",방화중학교,"115000066","84017"
"85206","232000028","2","48",방화동도시개발11단지,"115000069",
"85207","232000028","2","49",개화2치안센터,"115000070",
"85208","232000028","2","50",개화역광역환승센터,"115000321","84254"
"85209","232000028","2","51",상사마을,"115000074","84110"
"85210","232000028","2","52",아라대교,"232000433","35280"
"85211","232000028","2","53",고촌,"232000432","35278"
"85212","232000028","2","54",천등고개,"232000431","35276"
"85213","232000028","2","55",장곡,"232000584","35514"
"85214","232000028","2","56",선수동,"232000429","35272"
"85215","232000028","2","57",조리미입구,"232000428","35267"
"85216","232000028","2","58",사우고.김포시청,"232000427","35260"
"85217","232000028","2","59",풍년마을.김포고(김포초교방면),"232000968","35918"
"85218","232000028","2","60",김포초교,"232000333","35245"
"85219","232000028","2","61",한일아파트,"232000330","35240"
"85220","232000028","2","62",나진교,"232000424","35217"
"85221","232000028","2","63",한옥마을입구.검은다리,"232000423","35212"
"85222","232000028","2","64",장기사거리.전원마을,"232000422","35210"
